country_final,region_final,happiness_final,gdp_final,social_support,health_final,freedom_final,generosity,corruption_final
Iran,Middle East and North Africa,4.721,9.584,0.71,,0.608,0.218,0.714
Uganda,Sub-Saharan Africa,4.636,7.677,0.781,,0.709,0.122,0.855
Liberia,Sub-Saharan Africa,4.625,7.288,0.72,,0.735,0.05,0.85
Kenya,Sub-Saharan Africa,4.607,8.361,0.688,,0.779,0.287,0.825
Tunisia,Middle East and North Africa,4.596,9.266,0.691,,0.656,-0.201,0.87
Lebanon,Middle East and North Africa,4.584,9.626,0.848,,0.525,-0.073,0.898
Namibia,Sub-Saharan Africa,4.574,9.161,0.818,,0.719,-0.149,0.847
Palestinian Territories,Middle East and North Africa,4.517,8.485,0.826,,0.653,-0.163,0.821
Myanmar,Southeast Asia,4.426,8.541,0.779,,0.876,0.509,0.66
Jordan,Middle East and North Africa,4.395,9.182,0.767,,0.755,-0.167,0.705
Chad,Sub-Saharan Africa,4.355,7.364,0.619,,0.579,0.041,0.807
Sri Lanka,South Asia,4.325,9.47,0.827,,0.841,0.079,0.863
Eswatini,Sub-Saharan Africa,4.308,9.065,0.77,,0.647,-0.185,0.708
Comoros,Sub-Saharan Africa,4.289,8.031,0.626,,0.548,0.082,0.781
Egypt,Middle East and North Africa,4.283,9.367,0.75,,0.749,-0.182,0.795
Ethiopia,Sub-Saharan Africa,4.275,7.694,0.764,,0.752,0.082,0.761
Mauritania,Sub-Saharan Africa,4.227,8.542,0.795,,0.561,-0.106,0.731
Madagascar,Sub-Saharan Africa,4.208,7.396,0.686,,0.552,-0.005,0.803
Togo,Sub-Saharan Africa,4.107,7.362,0.569,,0.619,0.032,0.772
Zambia,Sub-Saharan Africa,4.073,8.145,0.708,,0.782,0.061,0.823
Sierra Leone,Sub-Saharan Africa,3.849,7.434,0.63,,0.717,0.084,0.866
India,South Asia,3.819,8.755,0.603,,0.893,0.089,0.774
Burundi,Sub-Saharan Africa,3.775,6.635,0.49,,0.626,-0.024,0.607
Yemen,Middle East and North Africa,3.658,7.578,0.832,,0.602,-0.147,0.8
Tanzania,Sub-Saharan Africa,3.623,7.876,0.702,,0.833,0.183,0.577
Haiti,Latin America and Caribbean,3.615,7.477,0.54,,0.593,0.422,0.721
Malawi,Sub-Saharan Africa,3.6,6.958,0.537,,0.78,0.038,0.729
Lesotho,Sub-Saharan Africa,3.512,7.926,0.787,,0.715,-0.131,0.915
Botswana,Sub-Saharan Africa,3.467,9.782,0.784,,0.824,-0.246,0.801
Rwanda,Sub-Saharan Africa,3.415,7.676,0.552,,0.897,0.061,0.167
Zimbabwe,Sub-Saharan Africa,3.145,7.943,0.75,,0.677,-0.047,0.821
Afghanistan,South Asia,2.523,7.695,0.463,,0.382,-0.102,0.924
Finland,,,"1,892",,,"0,736",,"0,534"
Denmark,,,"1,953",,,"0,719",,"0,532"
Iceland,,,"1,936",,,"0,718",,"0,191"
Switzerland,,,"2,026",,,"0,677",,"0,461"
Netherlands,,,"1,945",,,"0,651",,"0,419"
Luxembourg,,,"2,209",,,"0,700",,"0,388"
Sweden,,,"1,920",,,"0,724",,"0,512"
Norway,,,"1,997",,,"0,728",,"0,474"
Israel,,,"1,826",,,"0,568",,"0,143"
New Zealand,,,"1,852",,,"0,680",,"0,483"
Austria,,,"1,931",,,"0,623",,"0,329"
Australia,,,"1,900",,,"0,676",,"0,341"
Ireland,,,"2,129",,,"0,627",,"0,408"
Germany,,,"1,924",,,"0,585",,"0,358"
Canada,,,"1,886",,,"0,659",,"0,368"
United States,,,"1,982",,,"0,574",,"0,177"
United Kingdom,,,"1,867",,,"0,597",,"0,329"
Czech Republic,,,"1,815",,,"0,660",,"0,048"
Belgium,,,"1,907",,,"0,492",,"0,204"
France,,,"1,863",,,"0,567",,"0,266"
Bahrain,,,"1,854",,,"0,693",,"0,155"
Slovenia,,,"1,810",,,"0,685",,"0,115"
Costa Rica,,,"1,584",,,"0,661",,"0,102"
United Arab Emirates,,,"1,998",,,"0,702",,"0,250"
Saudi Arabia,,,"1,870",,,"0,651",,"0,180"
Taiwan,,,"1,897",,,"0,542",,"0,168"
Singapore,,,"2,149",,,"0,672",,"0,587"
Romania,,,"1,719",,,"0,605",,"0,006"
Spain,,,"1,808",,,"0,505",,"0,149"
Uruguay,,,"1,615",,,"0,665",,"0,265"
Italy,,,"1,834",,,"0,412",,"0,059"
Kosovo,,,"1,362",,,"0,599",,"0,035"
Malta,,,"1,838",,,"0,679",,"0,166"
Lithuania,,,"1,804",,,"0,496",,"0,077"
Slovakia,,,"1,736",,,"0,479",,"0,025"
Estonia,,,"1,793",,,"0,689",,"0,333"
Panama,,,"1,715",,,"0,592",,"0,051"
Brazil,,,"1,462",,,"0,546",,"0,134"
Guatemala,,,"1,274",,,"0,662",,"0,115"
Kazakhstan,,,"1,668",,,"0,584",,"0,157"
Cyprus,,,"1,815",,,"0,448",,"0,062"
Latvia,,,"1,732",,,"0,502",,"0,090"
Serbia,,,"1,550",,,"0,546",,"0,088"
Chile,,,"1,651",,,"0,460",,"0,069"
Nicaragua,,,"1,105",,,"0,617",,"0,212"
Mexico,,,"1,552",,,"0,621",,"0,115"
Croatia,,,"1,705",,,"0,535",,"0,000"
Poland,,,"1,758",,,"0,523",,"0,140"
El Salvador,,,"1,265",,,"0,666",,"0,212"
Kuwait,,,"1,904",,,"0,617",,"0,147"
Hungary,,,"1,748",,,"0,485",,"0,064"
Mauritius,,,"1,591",,,"0,589",,"0,107"
Uzbekistan,,,"1,219",,,"0,716",,"0,240"
Japan,,,"1,835",,,"0,537",,"0,218"
Honduras,,,"1,111",,,"0,582",,"0,076"
Portugal,,,"1,760",,,"0,655",,"0,039"
Argentina,,,"1,592",,,"0,555",,"0,085"
Greece,,,"1,703",,,"0,249",,"0,108"
South Korea,,,"1,851",,,"0,414",,"0,176"
Philippines,,,"1,268",,,"0,678",,"0,142"
Thailand,,,"1,535",,,"0,617",,"0,026"
Moldova,,,"1,417",,,"0,561",,"0,028"
Jamaica,,,"1,296",,,"0,567",,"0,053"
Kyrgyzstan,,,"1,069",,,"0,693",,"0,025"
Belarus,,,"1,562",,,"0,342",,"0,282"
Colombia,,,"1,452",,,"0,545",,"0,077"
Bosnia And Herzegovina,,,"1,468",,,"0,448",,"0,006"
Mongolia,,,"1,393",,,"0,398",,"0,059"
Dominican Republic,,,"1,538",,,"0,606",,"0,179"
Malaysia,,,"1,689",,,"0,654",,"0,126"
Bolivia,,,"1,256",,,"0,627",,"0,064"
China,,,"1,508",,,"0,656",,"0,142"
Paraguay,,,"1,409",,,"0,629",,"0,059"
Peru,,,"1,397",,,"0,545",,"0,037"
Montenegro,,,"1,573",,,"0,460",,"0,077"
Ecuador,,,"1,352",,,"0,565",,"0,083"
Vietnam,,,"1,252",,,"0,707",,"0,105"
Turkmenistan,,,"1,484",,,"0,649",,"0,032"
North Cyprus,,,"1,815",,,"0,523",,"0,213"
Russia,,,"1,685",,,"0,401",,"0,080"
Hong Kong,,,"1,957",,,"0,400",,"0,383"
Armenia,,,"1,434",,,"0,558",,"0,210"
Tajikistan,,,"0,966",,,"0,572",,"0,304"
Nepal,,,"0,984",,,"0,519",,"0,130"
Bulgaria,,,"1,625",,,"0,563",,"0,021"
Libya,,,"1,476",,,"0,477",,"0,179"
Indonesia,,,"1,382",,,"0,620",,"0,047"
Côte D'Ivoire,,,"1,094",,,"0,451",,"0,124"
Macedonia,,,"1,505",,,"0,488",,"0,031"
Albania,,,"1,439",,,"0,511",,"0,028"
South Africa,,,"1,425",,,"0,442",,"0,046"
Azerbaijan,,,"1,458",,,"0,601",,"0,341"
Gambia,,,"0,785",,,"0,367",,"0,103"
Bangladesh,,,"1,060",,,"0,622",,"0,187"
Laos,,,"1,239",,,"0,679",,"0,184"
Algeria,,,"1,363",,,"0,146",,"0,150"
Liberia,,,"0,636",,,"0,405",,"0,080"
Ukraine,,,"1,411",,,"0,473",,"0,017"
Republic Of The Congo,,,"0,950",,,"0,431",,"0,146"
Morocco,,,"1,208",,,"0,492",,"0,102"
Mozambique,,,"0,578",,,"0,593",,"0,200"
Cameroon,,,"0,968",,,"0,397",,"0,074"
Senegal,,,"0,933",,,"0,494",,"0,081"
Niger,,,"0,570",,,"0,571",,"0,145"
Georgia,,,"1,467",,,"0,508",,"0,208"
Gabon,,,"1,459",,,"0,343",,"0,099"
Iraq,,,"1,289",,,"0,328",,"0,046"
Venezuela,,,"0,000",,,"0,283",,"0,082"
Guinea,,,"0,848",,,"0,334",,"0,116"
Iran,,,"1,410",,,"0,281",,"0,146"
Ghana,,,"1,112",,,"0,500",,"0,056"
Turkey,,,"1,707",,,"0,209",,"0,115"
Burkina Faso,,,"0,779",,,"0,382",,"0,126"
Cambodia,,,"1,019",,,"0,740",,"0,068"
Benin,,,"0,932",,,"0,479",,"0,230"
Comoros,,,"0,899",,,"0,185",,"0,125"
Uganda,,,"0,777",,,"0,402",,"0,066"
Nigeria,,,"1,079",,,"0,444",,"0,038"
Kenya,,,"1,032",,,"0,440",,"0,082"
Tunisia,,,"1,350",,,"0,316",,"0,029"
Pakistan,,,"1,049",,,"0,448",,"0,112"
Palestinian Territories,,,"1,148",,,"0,336",,"0,079"
Mali,,,"0,792",,,"0,350",,"0,042"
Namibia,,,"1,292",,,"0,384",,"0,071"
Eswatini,,,"1,274",,,"0,259",,"0,154"
Myanmar,,,"1,038",,,"0,513",,"0,194"
Sri Lanka,,,"1,415",,,"0,529",,"0,079"
Madagascar,,,"0,670",,,"0,202",,"0,154"
Egypt,,,"1,388",,,"0,469",,"0,254"
Chad,,,"0,662",,,"0,180",,"0,077"
Ethiopia,,,"0,788",,,"0,472",,"0,136"
Yemen,,,"0,691",,,"0,330",,"0,098"
Mauritania,,,"1,100",,,"0,304",,"0,138"
Jordan,,,"1,324",,,"0,476",,"0,200"
Togo,,,"0,771",,,"0,292",,"0,132"
India,,,"1,167",,,"0,647",,"0,123"
Zambia,,,"0,930",,,"0,525",,"0,083"
Malawi,,,"0,648",,,"0,477",,"0,157"
Tanzania,,,"0,848",,,"0,578",,"0,270"
Sierra Leone,,,"0,686",,,"0,387",,"0,055"
Lesotho,,,"0,839",,,"0,419",,"0,018"
Botswana,,,"1,503",,,"0,571",,"0,102"
Rwanda,,,"0,785",,,"0,621",,"0,544"
Zimbabwe,,,"0,947",,,"0,329",,"0,105"
Lebanon,,,"1,392",,,"0,103",,"0,034"
Afghanistan,,,"0,758",,,"0,000",,"0,005"
